"SEXO","EDAD","TAMUNI","INGRESHOG","TARHOGENTREV_HH","HIJOMENOR","SITLAB","NIVELESTENTREV","GRADACDISC","GRADODESIGUALDAD","VALSALARIOS","VALPOSASC","VALOPEMP","ESCFEMINIS","ESCIDEOL","RELIGION","RECUVOTOG"
"Mujer",92,"10001-50000 habitantes",NA,6,"Ninguno","Trabaja","Educación secundaria","Bastante de acuerdo",NA,"Igual","Mejor","Mejor",7,1,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",52,"≤2000 habitantes","2701-3900€",0,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Casi inexistentes","Igual","Igual","Igual",0,10,"Católico/a no practicante","PP"
"Mujer",49,"10001-50000 habitantes","3901-5000€",4,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Muy grandes","Mejor","Mejor","Mejor",6,8,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",53,"10001-50000 habitantes","3901-5000€",3,"Tiene hijos/as menores","En paro, ha trabajado antes","Máster oficial","Poco de acuerdo","Bastante grandes","Igual","Mejor","Mejor",5,4,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",80,"10001-50000 habitantes","1801-2700€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",7,3,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",39,"10001-50000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",10,4,"Ateo/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",63,"2001-10000 habitantes","Más de 5000€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",NA,5,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",53,"≤2000 habitantes","1801-2700€",1,"Ninguno","Trabaja","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,2,"Católico/a no practicante","ERC (Esquerra Republicana)"
"Hombre",65,"10001-50000 habitantes","1100-1800€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Nada de acuerdo","Pequeñas","Peor","Igual","Peor",8,5,"Católico/a practicante","PP"
"Mujer",38,"10001-50000 habitantes","1100-1800€",2,"Ninguno","Trabaja","Grado universitario","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",7,3,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",57,"≤2000 habitantes","1801-2700€",1,"Ninguno","Trabaja","FP grado medio","Nada de acuerdo","Bastante grandes","Igual","Peor","Peor",8,3,"Agnóstico/a","ERC (Esquerra Republicana)"
"Hombre",63,"≤2000 habitantes","1100-1800€",1,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",7,4,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Mujer",54,"2001-10000 habitantes","1100-1800€",2,"Ninguno","Trabaja","Educación secundaria","Poco de acuerdo","Casi inexistentes","Mejor","Peor","Peor",5,8,"Católico/a practicante","PP"
"Hombre",34,"≤2000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Grado universitario","Poco de acuerdo","Pequeñas","Peor","Igual","Igual",7,3,"Ateo/a","Otro partido"
"Mujer",57,"2001-10000 habitantes","1801-2700€",3,"Ninguno","Trabaja","Bachillerato","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",8,4,"Indiferente, no creyente","ERC (Esquerra Republicana)"
"Mujer",42,"≤2000 habitantes","2701-3900€",3,"Tiene hijos/as menores","Trabaja","Bachillerato","Bastante de acuerdo","Pequeñas","Peor","Igual","Igual",5,8,"Ateo/a","VOX"
"Hombre",26,"2001-10000 habitantes",NA,2,"Ninguno","Trabaja","Grado universitario","Poco de acuerdo","Pequeñas","Igual","Peor","Igual",NA,6,"Católico/a practicante","JUNTS (Junts per Catalunya)"
"Mujer",35,"≤2000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","Máster oficial","Bastante de acuerdo","Muy grandes","Peor",NA,NA,3,8,"Agnóstico/a",NA
"Hombre",56,"2001-10000 habitantes","3901-5000€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Muy grandes","Peor","Peor","Igual",9,2,"Católico/a no practicante","ERC (Esquerra Republicana)"
"Mujer",84,"2001-10000 habitantes","1801-2700€",5,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,4,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Mujer",69,"2001-10000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",10,8,"Católico/a no practicante","ERC (Esquerra Republicana)"
"Mujer",43,"2001-10000 habitantes","2701-3900€",1,"Tiene hijos/as menores","Trabaja","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",6,6,"Católico/a no practicante","PP"
"Hombre",77,"≤2000 habitantes","1100-1800€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Nada de acuerdo","Muy grandes","Peor","Peor","Igual",5,NA,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Mujer",33,"≤2000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",10,3,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",87,"≤2000 habitantes","Menos de 1100€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Educación secundaria","Bastante de acuerdo",NA,"Igual","Mejor","Mejor",7,7,"Católico/a practicante","N.C."
"Hombre",19,"10001-50000 habitantes","3901-5000€",9,"Ninguno","Estudiante","Educación secundaria","Muy de acuerdo","Muy grandes","Igual","Igual","Mejor",0,NA,"Creyente de otra religión",NA
"Hombre",36,"2001-10000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Educación secundaria","Poco de acuerdo","Casi inexistentes","Igual","Igual","Igual",10,5,"Agnóstico/a","Voto nulo"
"Mujer",80,"2001-10000 habitantes","Menos de 1100€",NA,"Ninguno","Pensionista (no ha trabajado)","Primaria","Nada de acuerdo","Muy grandes",NA,NA,NA,10,10,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",20,"2001-10000 habitantes","2701-3900€",1,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,5,"Católico/a no practicante","Voto nulo"
"Hombre",23,"2001-10000 habitantes","1801-2700€",2,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Igual","Igual","Igual",0,NA,NA,NA
"Hombre",66,"2001-10000 habitantes","2701-3900€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",6,3,"Católico/a practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",56,"≤2000 habitantes",NA,2,"Ninguno","Trabaja","FP grado medio","Poco de acuerdo","Bastante grandes","Peor","Mejor","Igual",0,NA,NA,NA
"Mujer",75,"2001-10000 habitantes","1100-1800€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Menos de 5 años escolarización","Bastante de acuerdo",NA,"Igual","Igual","Igual",0,8,"Católico/a no practicante","PP"
"Hombre",34,"100001-400000 habitantes","2701-3900€",1,"Tiene hijos/as menores","Trabaja","Títulos propios posgrado","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",5,3,"Ateo/a","ERC (Esquerra Republicana)"
"Hombre",34,"100001-400000 habitantes","1801-2700€",2,"Ninguno","Trabaja","Doctorado","Nada de acuerdo","Bastante grandes","Peor","Igual","Igual",7,4,"Agnóstico/a","JUNTS (Junts per Catalunya)"
"Mujer",77,"100001-400000 habitantes","Menos de 1100€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Bastante de acuerdo","Bastante grandes","Peor","Peor","Igual",7,2,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",20,"100001-400000 habitantes","3901-5000€",2,"Ninguno","En paro, ha trabajado antes","Educación secundaria","Bastante de acuerdo","Bastante grandes","Peor","Igual",NA,7,5,"Ateo/a",NA
"Hombre",47,"100001-400000 habitantes","2701-3900€",6,"Tiene hijos/as menores","Trabaja","Títulos propios posgrado","Bastante de acuerdo","Bastante grandes","Igual","Igual","Igual",5,5,"Católico/a no practicante","PP"
"Hombre",20,"100001-400000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","Bachillerato","Nada de acuerdo","Pequeñas","Igual","Peor","Peor",7,1,"Ateo/a","ERC (Esquerra Republicana)"
"Hombre",52,"100001-400000 habitantes","1100-1800€",2,"Ninguno","Trabaja","Diplomaturas oficiales","Muy de acuerdo","Bastante grandes","Igual","Igual","Igual",7,6,"Católico/a no practicante","N.C."
"Mujer",20,"100001-400000 habitantes","2701-3900€",3,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Bastante grandes","Igual","Mejor","Peor",7,5,NA,NA
"Hombre",17,"100001-400000 habitantes","1100-1800€",1,"Ninguno","Estudiante","Bachillerato","Muy de acuerdo","Bastante grandes","Igual","Igual","Mejor",5,8,"Católico/a practicante","VOX"
"Mujer",69,"100001-400000 habitantes","3901-5000€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Muy de acuerdo","Casi inexistentes","Igual","Igual","Igual",10,6,"Católico/a no practicante","PP"
"Hombre",25,"100001-400000 habitantes","2701-3900€",1,"Ninguno","Trabaja","FP grado superior","Bastante de acuerdo","Casi inexistentes","Igual","Igual","Igual",8,4,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",46,"100001-400000 habitantes","2701-3900€",0,"Tiene hijos/as menores","Trabaja","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Mejor",9,3,"Indiferente, no creyente","ERC (Esquerra Republicana)"
"Hombre",76,"100001-400000 habitantes","2701-3900€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Nada de acuerdo","Muy grandes","Peor","Peor","Igual",10,3,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",29,"100001-400000 habitantes","3901-5000€",3,"Ninguno","Trabaja","Máster oficial","Poco de acuerdo","Casi inexistentes","Igual","Mejor","Mejor",5,10,"Ateo/a","VOX"
"Hombre",59,"100001-400000 habitantes","3901-5000€",1,"Ninguno","Trabaja","Arquitectura/ingeniería","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",4,2,"Católico/a no practicante","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",87,"100001-400000 habitantes","Más de 5000€",NA,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Mejor","Mejor",10,10,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Mujer",51,"2001-10000 habitantes","1801-2700€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Poco de acuerdo","Muy grandes","Peor","Igual","Peor",1,2,"Ateo/a","PP"
"Hombre",22,"≤2000 habitantes","1801-2700€",0,"Ninguno","Trabaja","Arquitectura/ingeniería","Poco de acuerdo","Pequeñas","Peor","Peor","Igual",9,4,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",75,"≤2000 habitantes","3901-5000€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Nada de acuerdo","Pequeñas","Peor","Igual","Peor",8,5,"Católico/a no practicante","N.C."
"Hombre",36,"≤2000 habitantes","1100-1800€",1,"Ninguno","Trabaja","FP grado medio","Poco de acuerdo","Bastante grandes","Igual","Igual","Igual",8,4,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",88,"10001-50000 habitantes","2701-3900€",2,"Ninguno","Pensionista (no ha trabajado)","Primaria","Bastante de acuerdo","Bastante grandes","Peor","Peor","Peor",8,5,"Católico/a no practicante","N.C."
"Mujer",85,"≤2000 habitantes","1100-1800€",6,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Bastante de acuerdo","Muy grandes","Peor","Peor","Peor",8,3,"Católico/a no practicante","ERC (Esquerra Republicana)"
"Hombre",76,"2001-10000 habitantes","1801-2700€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Bastante de acuerdo","Bastante grandes","Peor","Igual","Igual",5,4,"Agnóstico/a","ERC (Esquerra Republicana)"
"Mujer",37,"10001-50000 habitantes","1100-1800€",1,"Ninguno","Trabaja","Licenciatura","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",40,"≤2000 habitantes","1100-1800€",5,"Tiene hijos/as menores","En paro, ha trabajado antes","Educación secundaria","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",4,5,"Indiferente, no creyente","JUNTS (Junts per Catalunya)"
"Mujer",27,"2001-10000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Grado universitario","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,2,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",43,"2001-10000 habitantes","2701-3900€",1,"Ninguno","Trabaja","Arquitectura/ingeniería","Poco de acuerdo","Bastante grandes","Peor","Mejor","Peor",5,5,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Hombre",67,"≤2000 habitantes","3901-5000€",1,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Doctorado","Nada de acuerdo","Muy grandes","Peor","Peor",NA,7,3,"Ateo/a","ERC (Esquerra Republicana)"
"Hombre",30,"2001-10000 habitantes","2701-3900€",2,"Ninguno","Trabaja","FP grado medio","Poco de acuerdo","Pequeñas","Igual","Igual","Igual",5,6,"Ateo/a","PP"
"Mujer",80,"≤2000 habitantes","1100-1800€",5,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,4,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Mujer",56,"2001-10000 habitantes","1100-1800€",3,"Ninguno","Trabaja","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",9,1,"Indiferente, no creyente","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",77,"10001-50000 habitantes","1801-2700€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Bachillerato","Poco de acuerdo","Casi inexistentes","Peor","Igual","Igual",5,10,"Católico/a no practicante","PP"
"Hombre",30,"2001-10000 habitantes","Más de 5000€",1,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Igual","Igual",8,1,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",55,"2001-10000 habitantes","Más de 5000€",1,"Tiene hijos/as menores","Trabaja","Licenciatura","Poco de acuerdo","Pequeñas","Peor","Peor","Igual",8,7,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Hombre",49,"10001-50000 habitantes","1801-2700€",2,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",7,3,"Indiferente, no creyente","SUMAR (Podemos, IU, Más País, etc.)"
"Mujer",58,"10001-50000 habitantes","2701-3900€",3,"Ninguno","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Igual","Igual","Igual",10,2,"Ateo/a","ERC (Esquerra Republicana)"
"Mujer",47,"10001-50000 habitantes","3901-5000€",1,"Tiene hijos/as menores","Trabaja","Licenciatura","Bastante de acuerdo","Pequeñas","Peor","Peor","Igual",7,5,"Agnóstico/a","PP"
"Mujer",41,"10001-50000 habitantes","1100-1800€",4,"Tiene hijos/as menores","Trabaja","Grado universitario","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",8,1,"Agnóstico/a","ERC (Esquerra Republicana)"
"Mujer",79,"10001-50000 habitantes","2701-3900€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Igual","Igual","Igual",4,5,"Católico/a practicante","JUNTS (Junts per Catalunya)"
"Mujer",41,"2001-10000 habitantes","1100-1800€",2,"Tiene hijos/as menores","Trabajo doméstico no remunerado","Educación secundaria","Nada de acuerdo","Bastante grandes","Igual","Peor","Igual",5,NA,"Católico/a practicante",NA
"Mujer",39,"2001-10000 habitantes","Más de 5000€",1,"Tiene hijos/as menores","Trabaja","Máster oficial","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",6,7,"Católico/a practicante","PP"
"Mujer",71,"≤2000 habitantes","1100-1800€",7,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado superior","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,7,"Católico/a no practicante","N.C."
"Mujer",92,"2001-10000 habitantes","1100-1800€",2,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,1,"Católico/a practicante","ERC (Esquerra Republicana)"
"Hombre",43,"≤2000 habitantes","1100-1800€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",NA,3,"Indiferente, no creyente","ERC (Esquerra Republicana)"
"Mujer",58,"2001-10000 habitantes","Más de 5000€",2,"Ninguno","Trabaja","Diplomaturas oficiales","Bastante de acuerdo","Pequeñas","Peor","Peor","Peor",7,3,"Católico/a no practicante","JUNTS (Junts per Catalunya)"
"Mujer",53,"≤2000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",7,3,"Católico/a no practicante","ERC (Esquerra Republicana)"
"Mujer",73,"≤2000 habitantes","1100-1800€",3,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Nada de acuerdo",NA,"Peor",NA,NA,5,1,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",45,"100001-400000 habitantes","3901-5000€",3,"Tiene hijos/as menores","Trabaja","Arquitectura/ingeniería","Bastante de acuerdo","Pequeñas","Peor","Igual","Igual",7,7,"Indiferente, no creyente","N.C."
"Mujer",48,"100001-400000 habitantes","1801-2700€",NA,"Ninguno","En paro, ha trabajado antes","Educación secundaria","Nada de acuerdo","Bastante grandes","Peor","Peor","Peor",8,NA,"Católico/a no practicante","ERC (Esquerra Republicana)"
"Mujer",65,"100001-400000 habitantes",NA,4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Primaria","Poco de acuerdo","Pequeñas","Peor","Peor","Peor",NA,NA,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",24,"100001-400000 habitantes","2701-3900€",2,"Ninguno","Trabaja","FP grado superior","Poco de acuerdo","Pequeñas","Igual","Peor","Peor",0,5,"Creyente de otra religión","VOX"
"Hombre",45,"100001-400000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","FP grado superior","Nada de acuerdo","Bastante grandes","Peor","Peor","Igual",7,4,"Agnóstico/a","En blanco"
"Hombre",50,"100001-400000 habitantes","2701-3900€",1,"Tiene hijos/as menores","Trabaja","Diplomaturas oficiales","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",7,3,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Mujer",69,"100001-400000 habitantes","2701-3900€",4,"Ninguno","Pensionista (no ha trabajado)","Bachillerato","Nada de acuerdo","Casi inexistentes","Peor","Peor","Igual",NA,4,"Católico/a no practicante","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",77,"10001-50000 habitantes","1100-1800€",4,"Ninguno","Jubilado/a o pensionista (ha trabajado)","Arquitectura/ingeniería","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",9,1,"Ateo/a","SUMAR (Podemos, IU, Más País, etc.)"
"Hombre",18,"≤2000 habitantes","Menos de 1100€",2,"Ninguno","Estudiante","Bachillerato","Poco de acuerdo","Bastante grandes","Peor","Peor","Peor",8,3,"Católico/a no practicante","N.C."
"Mujer",27,"2001-10000 habitantes","1801-2700€",2,"Ninguno","En paro, ha trabajado antes","Grado universitario","Nada de acuerdo","Muy grandes","Peor","Peor","Peor",9,1,"Ateo/a","Otro partido"
"Hombre",47,"100001-400000 habitantes","Más de 5000€",2,"Tiene hijos/as menores","Trabaja","Licenciatura","Poco de acuerdo","Bastante grandes","Peor","Peor","Igual",5,4,"Agnóstico/a","PSOE (PSC, PSE-EE, PSdeG, PSIB, PSN)"
"Hombre",88,"100001-400000 habitantes","2701-3900€",0,"Ninguno","Jubilado/a o pensionista (ha trabajado)","FP grado medio","Muy de acuerdo","Muy grandes","Mejor","Mejor","Mejor",8,8,"Católico/a practicante","PP"
